zone_id,total_flood_days,flood_rate,avg_degradation,final_degradation,max_degradation,avg_drift_memory,final_drift_memory,max_drift_memory,avg_load_ratio,max_load_ratio,avg_d1,avg_d2,avg_d3,final_w1,final_w2,final_w3,avg_adaptive_thresh,final_adaptive_thresh,flood_trend_slope,flood_acceleration,land_use,drain_material,drain_age_yrs,drain_capacity,infra_health_score,elevation_m,grid_row,grid_col,flood_classification,cluster,pca1,pca2,x_m,y_m,maintenance_priority_score,maintenance_rank,priority_tier
1247,100,0.0273972602739726,0.1781138904109589,0.3,0.3,0.10211013698630136,0.0832,0.3827,0.4819977,1.6839,0.1781138904109589,0.08571432876712329,0.08094517808219179,0.05,0.9,0.05,0.8418311232876712,0.8433,0.0848484848484849,0,residential_dense,concrete,28,93.12,44.9,13.05,24,47,MODERATE,2,-0.18086616472077344,0.19300094851858957,9500.0,4900.0,0.4616,939,MEDIUM
1248,323,0.0884931506849315,0.230102301369863,0.3,0.3,0.14232361643835614,0.1026,0.4758,0.5440514,1.9231,0.230102301369863,0.12485441095890411,0.18348479452054794,0.05,0.9,0.05,0.8386145479452055,0.8418,0.8787878787878791,29,residential_dense,hdpe,17,95.04,73.6,13.74,24,48,ACUTE,3,2.0468461649272047,2.137328523698594,9700.0,4900.0,0.5331,550,HIGH
1249,11,0.0030136986301369864,0.20413495890410957,0.3,0.3,0.10959476712328767,0.0766,0.3186,0.3313772,1.3262,0.20413495890410957,0.06765172602739726,0.3854504109589041,0.05,0.9,0.05,0.8412321643835617,0.8439,-0.06666666666666655,-3,residential_dense,cast_iron,2,137.76,97.6,12.14,24,49,SAFE,1,-0.942008765113831,-0.5754419124815414,9900.0,4900.0,0.3966,2235,MEDIUM
1250,16,0.004383561643835616,0.23661550684931507,0.3,0.3,0.14398679452054794,0.0878,0.4233,0.46020025,1.6549,0.23661550684931507,0.10874882191780821,0.42354758904109585,0.05,0.9,0.05,0.8384818356164384,0.843,-0.04848484848484827,-2,residential_light,clay,10,73.6,85.0,25.4,25,0,SAFE,1,0.18424418928345201,-0.7024950535683026,100.0,5100.0,0.4229,1504,MEDIUM
1251,12,0.0032876712328767125,0.20467326027397262,0.3,0.3,0.11397550684931507,0.0959,0.38,0.42273635,1.6374,0.20467326027397262,0.08662739726027398,0.24207427397260273,0.05,0.9,0.05,0.8408814246575342,0.8423,0.19393939393939388,2,industrial,concrete,9,111.36,83.6,27.23,25,1,SAFE,1,0.048443514755590854,0.018945936863042842,300.0,5100.0,0.4383,1177,MEDIUM
1252,8,0.002191780821917808,0.13402087671232876,0.2799,0.2799,0.07295906849315067,0.0634,0.2901,0.3069479,1.3262,0.13402087671232876,0.04116605479452055,0.1804705205479452,0.05,0.9,0.05,0.8441640273972603,0.8449,0.15757575757575756,2,residential_light,concrete,20,100.8,60.2,25.13,25,2,SAFE,2,-1.9370524891767362,0.600851232844841,500.0,5100.0,0.3597,2411,MEDIUM
1253,88,0.02410958904109589,0.21453090410958903,0.3,0.3,0.12046945205479452,0.0614,0.4026,0.48254538,1.7553,0.21453090410958903,0.10391884931506849,0.1354944383561644,0.05,0.9,0.05,0.8403629315068494,0.8451,0.4121212121212122,14,residential_light,clay,25,64.0,51.3,27.65,25,3,MODERATE,1,0.4843040932869066,1.010919218244349,700.0,5100.0,0.4434,1098,MEDIUM
1254,9,0.002465753424657534,0.18545249315068493,0.3,0.3,0.10821975342465753,0.0964,0.3434,0.3239445,1.3007,0.18545249315068493,0.06003153424657535,0.5066935616438356,0.05,0.9,0.05,0.8413421643835617,0.8423,-0.03030303030303039,-3,residential_light,pvc,3,97.6,96.5,28.25,25,4,SAFE,1,-1.2905297921642505,-0.5070047174852442,900.0,5100.0,0.421,1573,MEDIUM
1255,0,0.0,0.2086334794520548,0.3,0.3,0.09012901369863013,0.0515,0.194,0.2106115,0.7629,0.2086334794520548,0.04370030136986301,0.2263058904109589,0.05,0.9,0.05,0.8427898630136986,0.8459,0.0,0,green_space,clay,33,58.88,39.9,25.36,25,5,SAFE,1,-1.1504128116717394,-0.34944476028179716,1100.0,5100.0,0.4142,1763,MEDIUM
1256,8,0.002191780821917808,0.216304,0.3,0.3,0.10972739726027397,0.0792,0.3641,0.39705017,1.435,0.216304,0.08580191780821918,0.16466613698630136,0.05,0.9,0.05,0.8412217808219178,0.8437,0.07272727272727288,2,residential_dense,cast_iron,14,124.32,71.8,27.84,25,6,SAFE,1,0.09331815184572101,-0.15396882280677185,1300.0,5100.0,0.421,1571,MEDIUM
1257,571,0.15643835616438356,0.18513317808219176,0.3,0.3,0.12528361643835617,0.1132,0.4993,0.57625335,2.0316,0.18513317808219176,0.10674358904109589,0.1815508493150685,0.05,0.9,0.05,0.8399768767123287,0.8409,2.2363636363636377,73,residential_dense,pvc,13,89.6,76.5,26.43,25,7,ACUTE,3,2.60792039920575,6.212595598258371,1500.0,5100.0,0.6325,219,HIGH
1258,682,0.18684931506849314,0.1684694794520548,0.3,0.3,0.08423345205479452,0.1725,0.1757,0.5975017,2.2839,0.1684694794520548,0.10101542465753424,0.06502572602739726,0.05,0.05,0.8999,0.8432611780821918,0.8362,0.606060606060607,18,residential_dense,pvc,19,84.8,61.4,25.54,25,8,CHRONIC,0,4.611028005240365,-0.7571704679394878,1700.0,5100.0,0.6595,157,HIGH
1259,408,0.11178082191780822,0.19919613698630134,0.3,0.3,0.1226043287671233,0.0768,0.4396,0.5443565,2.2558,0.19919613698630134,0.1084034794520548,0.06959301369863014,0.05,0.9,0.05,0.8401920547945205,0.8439,0.6181818181818192,22,industrial,concrete,28,93.12,50.4,26.82,25,9,ACUTE,3,1.1421412099234014,1.911928643482181,1900.0,5100.0,0.522,588,HIGH
1260,107,0.029315068493150687,0.2189434520547945,0.3,0.3,0.13703742465753424,0.103,0.5038,0.48466942,2.012,0.2189434520547945,0.10620857534246575,0.3552775342465753,0.05,0.9,0.05,0.8390370136986302,0.8418,0.38181818181818206,9,mixed_use,clay,8,74.88,83.3,28.4,25,10,ACUTE,1,0.6306895633201174,0.4883620682661843,2100.0,5100.0,0.4669,895,MEDIUM
1261,13,0.003561643835616438,0.1992590410958904,0.3,0.3,0.11544249315068493,0.0783,0.435,0.42470545,1.7104,0.1992590410958904,0.08477734246575343,0.2959012602739726,0.05,0.9,0.05,0.8407656438356165,0.8437,0.18787878787878787,7,residential_dense,hdpe,9,102.08,86.8,29.05,25,11,SAFE,1,-0.34611567733014564,0.3259349353047711,2300.0,5100.0,0.4177,1657,MEDIUM
1262,4,0.001095890410958904,0.20363487671232877,0.3,0.3,0.10221843835616438,0.0704,0.3083,0.29311323,1.1674,0.20363487671232877,0.0596428493150685,0.34664095890410956,0.05,0.9,0.05,0.8418223835616438,0.8444,-0.04848484848484841,-2,mixed_use,cast_iron,8,131.04,83.7,30.62,25,12,SAFE,1,-1.04611120736032,-0.5017120934060707,2500.0,5100.0,0.3977,2210,MEDIUM
1263,7,0.0019178082191780822,0.19139432876712328,0.3,0.3,0.08762336986301371,0.0752,0.2919,0.38383126,1.3067,0.19139432876712328,0.07331904109589042,0.04883186301369863,0.05,0.8705,0.0795,0.8429903835616439,0.844,0.06666666666666662,1,mixed_use,cast_iron,32,104.16,42.0,30.08,25,13,SAFE,1,-0.18340362458158083,-0.052369941267446596,2700.0,5100.0,0.444,1088,MEDIUM
1264,1085,0.29726027397260274,0.19879095890410958,0.3,0.3,0.0893767397260274,0.1326,0.2758,0.6524895,2.4558,0.19879095890410958,0.129808,0.05988334246575342,0.05,0.05,0.9,0.8428497808219177,0.8394,0.13939393939393932,-5,residential_dense,clay,23,65.28,53.7,31.77,25,14,ACUTE,0,4.7972707776416845,-2.1610750763195963,2900.0,5100.0,0.6594,158,HIGH
1265,655,0.17945205479452056,0.21123309589041098,0.3,0.3,0.14653728767123286,0.1224,0.4289,0.56836176,2.1944,0.21123309589041098,0.12005684931506849,0.3007405479452055,0.05,0.9,0.05,0.8382769589041096,0.8402,0.9151515151515165,23,residential_dense,clay,5,76.8,86.7,30.44,25,15,ACUTE,3,1.968508676011139,2.126297655821773,3100.0,5100.0,0.5881,342,HIGH
1266,6,0.0016438356164383563,0.18060115068493152,0.3,0.3,0.10144358904109589,0.0727,0.3077,0.35695904,1.3179,0.18060115068493152,0.06451528767123288,0.3308572328767123,0.05,0.9,0.05,0.8418847397260274,0.8442,0.02424242424242419,0,residential_dense,concrete,4,116.16,91.7,31.75,25,16,SAFE,1,-1.2023093182563045,-0.08857932384554833,3300.0,5100.0,0.3955,2257,MEDIUM
1267,4,0.001095890410958904,0.2220815890410959,0.3,0.3,0.10752594520547945,0.073,0.249,0.3505044,1.0684,0.2220815890410959,0.07777742465753425,0.2094597808219178,0.05,0.9,0.05,0.8413978904109589,0.8442,-0.0363636363636364,-2,mixed_use,cast_iron,18,119.84,67.4,30.86,25,17,SAFE,1,-0.20413996648498328,-0.5476517250905542,3500.0,5100.0,0.4164,1698,MEDIUM
1268,614,0.16821917808219178,0.14890756164383562,0.3,0.3,0.10446915068493151,0.1286,0.465,0.57286507,2.1607,0.14890756164383562,0.08530843835616439,0.15181789041095892,0.05,0.8999,0.05,0.8416427671232877,0.8397,0.5333333333333332,30,commercial,concrete,31,90.24,45.2,31.04,25,18,ACUTE,3,0.890136340171015,2.4137884961256075,3700.0,5100.0,0.614,266,HIGH
1269,168,0.046027397260273974,0.11515227397260273,0.2476,0.2476,0.06660643835616438,0.1226,0.1807,0.52674264,1.9659,0.11515227397260273,0.06079219178082192,0.06086079452054794,0.05,0.5087,0.4413,0.8446721643835617,0.8402,-0.2060606060606066,-14,mixed_use,pvc,24,80.8,54.7,33.32,25,19,ACUTE,2,0.05955928841245593,-1.5627354918522105,3900.0,5100.0,0.3625,2407,MEDIUM
1270,468,0.12821917808219177,0.15556517808219178,0.3,0.3,0.08851147945205479,0.1129,0.3347,0.55904967,1.78,0.15556517808219178,0.08724734246575343,0.058714246575342466,0.05,0.6922,0.2578,0.8429191232876712,0.841,1.1515151515151512,32,commercial,concrete,21,99.84,64.1,33.95,25,20,MODERATE,3,1.733086659736158,2.6252553330839823,4100.0,5100.0,0.5842,361,HIGH
1271,11,0.0030136986301369864,0.18178561643835617,0.3,0.3,0.07538290410958905,0.1525,0.1531,0.41921183,1.5425,0.18178561643835617,0.07627594520547945,0.06077032876712329,0.05,0.05,0.9,0.8439689589041096,0.8378,-0.16363636363636366,-7,mixed_use,concrete,30,91.2,49.6,34.75,25,21,SAFE,0,2.9798074272114747,-3.3130818562086986,4300.0,5100.0,0.5288,560,HIGH
1272,8,0.002191780821917808,0.190813698630137,0.3,0.3,0.10436545205479451,0.0983,0.2639,0.35426468,1.4085,0.190813698630137,0.06751857534246576,0.32610068493150685,0.05,0.9,0.05,0.8416505205479452,0.8421,-0.10909090909090899,-2,commercial,cast_iron,3,136.64,97.4,34.78,25,22,SAFE,1,-0.7248746717897716,-0.5242168106655583,4500.0,5100.0,0.423,1501,MEDIUM
1273,518,0.14191780821917807,0.17066416438356166,0.3,0.3,0.11408923287671233,0.0967,0.3956,0.5595407,1.8093,0.17066416438356166,0.09535643835616438,0.16509660273972604,0.05,0.9,0.05,0.8408723835616438,0.8423,0.8363636363636373,42,commercial,pvc,8,93.6,81.0,37.58,25,23,ACUTE,3,1.0649952463800891,3.229054423779073,4700.0,5100.0,0.5393,532,HIGH
1274,243,0.06657534246575343,0.16520123287671235,0.3,0.3,0.09873695890410959,0.0772,0.4077,0.5246816,2.0294,0.16520123287671235,0.08650112328767123,0.05337032876712329,0.05,0.9,0.05,0.8421003287671234,0.8438,-0.23636363636363603,-1,mixed_use,pvc,33,73.6,40.4,41.17,25,24,ACUTE,2,-0.3898351543686907,-0.020253615443862474,4900.0,5100.0,0.4801,813,MEDIUM
1275,15,0.00410958904109589,0.15127002739726025,0.3,0.3,0.08144438356164384,0.0742,0.2503,0.424201,1.6608,0.15127002739726025,0.06382994520547945,0.09326254794520548,0.05,0.8875,0.0624,0.8434842191780821,0.8441,-0.12727272727272715,-3,mixed_use,hdpe,22,90.64,56.4,41.94,25,25,SAFE,2,-1.1796164870571315,-0.08986822353866353,5100.0,5100.0,0.4257,1431,MEDIUM
1276,7,0.0019178082191780822,0.1915119178082192,0.3,0.3,0.09074690410958905,0.0652,0.2843,0.34236586,1.2517,0.1915119178082192,0.06567695890410959,0.13398997260273973,0.05,0.9,0.05,0.8427404383561643,0.8448,-0.1030303030303029,-1,mixed_use,cast_iron,21,116.48,59.6,45.5,25,26,SAFE,1,-0.7762107566594594,-0.288962150445436,5300.0,5100.0,0.4124,1810,MEDIUM
1277,1257,0.3443835616438356,0.22243287671232875,0.3,0.3,0.1690369589041096,0.1375,0.5376,0.67732614,2.1636,0.22243287671232875,0.1505644383561644,0.22447424657534248,0.05,0.9,0.05,0.8364769589041096,0.839,1.8242424242424229,55,commercial,clay,12,72.32,83.3,44.35,25,27,ACUTE,3,4.222688328727887,4.970947443698697,5500.0,5100.0,0.7435,31,HIGH
1278,13,0.003561643835616438,0.18998838356164383,0.3,0.3,0.09171246575342465,0.0763,0.2908,0.35155183,1.3999,0.18998838356164383,0.06675216438356164,0.1070991506849315,0.05,0.7836,0.1664,0.8426635342465754,0.8439,-0.0545454545454544,-3,mixed_use,concrete,23,97.92,55.0,44.24,25,28,SAFE,1,-0.23514191717685026,-0.6720129954531672,5700.0,5100.0,0.4294,1347,MEDIUM
1279,20,0.005479452054794521,0.18336386301369864,0.3,0.3,0.10842306849315068,0.1107,0.2585,0.45256034,1.7716,0.18336386301369864,0.08282049315068493,0.2299831506849315,0.05,0.9,0.05,0.8413252602739726,0.8411,0.060606060606060615,4,commercial,concrete,7,113.28,87.4,43.22,25,29,SAFE,1,-0.10636012329437994,0.07699232016974754,5900.0,5100.0,0.448,1042,MEDIUM
1280,275,0.07534246575342465,0.18593076712328765,0.3,0.3,0.11121301369863014,0.0801,0.4006,0.523723,2.1536,0.18593076712328765,0.09731638356164383,0.06385528767123287,0.05,0.9,0.05,0.8411029315068493,0.8436,0.2121212121212111,7,commercial,concrete,24,96.96,58.0,42.67,25,30,ACUTE,1,0.38293771963409734,0.7428727851081715,6100.0,5100.0,0.483,793,MEDIUM
1281,1120,0.30684931506849317,0.18726183561643836,0.3,0.3,0.1420358904109589,0.1093,0.4631,0.66205096,2.3923,0.18726183561643836,0.12422495890410959,0.16454101369863014,0.05,0.9,0.05,0.8386368219178082,0.8413,0.7030303030303047,8,commercial,concrete,33,88.32,42.6,41.13,25,31,ACUTE,3,1.9229217119292634,1.7790092848889716,6300.0,5100.0,0.6765,118,HIGH
1282,725,0.19863013698630136,0.1438210410958904,0.3,0.3,0.10486808219178083,0.1134,0.461,0.5966284,2.2325,0.1438210410958904,0.08575783561643835,0.1696649589041096,0.05,0.9,0.05,0.8416113698630137,0.8409,0.24848484848485003,15,commercial,pvc,9,92.8,84.4,40.67,25,32,ACUTE,2,0.3716029193747621,1.5546309362437967,6500.0,5100.0,0.5664,422,HIGH
1283,33,0.00904109589041096,0.18697413698630136,0.3,0.3,0.10145076712328767,0.0677,0.416,0.44756424,1.6455,0.18697413698630136,0.08392679452054795,0.07478101369863013,0.05,0.9,0.05,0.841883698630137,0.8446,0.06666666666666675,3,residential_dense,concrete,28,93.12,44.7,39.71,25,33,SAFE,1,-0.3018711628797976,0.24083223638132395,6700.0,5100.0,0.4329,1291,MEDIUM
1284,7,0.0019178082191780822,0.20050698630136987,0.3,0.3,0.1018741095890411,0.0752,0.2949,0.3123052,1.3773,0.20050698630136987,0.0626008493150685,0.3107382191780822,0.05,0.9,0.05,0.8418506301369864,0.844,0.042424242424242385,1,mixed_use,concrete,11,109.44,78.5,36.94,25,34,SAFE,1,-0.835544782411695,-0.21858683162138487,6900.0,5100.0,0.4102,1866,MEDIUM
1285,206,0.056438356164383564,0.15107287671232877,0.3,0.3,0.09192808219178082,0.0928,0.2733,0.52316505,1.973,0.15107287671232877,0.07870126027397259,0.09825260273972602,0.05,0.8694,0.0806,0.8426461369863013,0.8426,0.048484848484849255,8,residential_dense,hdpe,18,94.16,67.8,35.52,25,35,ACUTE,2,-0.30057695784734545,0.6482008114301835,7100.0,5100.0,0.4714,867,MEDIUM
1286,229,0.06273972602739726,0.20301498630136985,0.3,0.3,0.11901923287671233,0.0724,0.467,0.5032559,2.0812,0.20301498630136985,0.1020889315068493,0.09287109589041095,0.05,0.9,0.05,0.840478794520548,0.8442,0.6000000000000006,21,commercial,concrete,27,94.08,47.3,34.19,25,36,ACUTE,3,0.8216626566081608,1.7004903904197461,7300.0,5100.0,0.488,761,MEDIUM
1287,836,0.22904109589041097,0.17898487671232877,0.3,0.3,0.13363394520547944,0.0942,0.5394,0.60209465,2.6311,0.17898487671232877,0.10751906849315068,0.30096504109589045,0.05,0.9,0.05,0.8393095890410959,0.8425,1.0424242424242427,46,residential_dense,clay,5,76.8,89.5,35.58,25,37,ACUTE,3,1.4529990644187596,3.7580872895169133,7500.0,5100.0,0.5873,346,HIGH
1288,131,0.035890410958904106,0.22390397260273973,0.3,0.3,0.12542583561643836,0.085,0.463,0.48379156,1.8627,0.22390397260273973,0.10824024657534247,0.09348638356164383,0.05,0.9,0.05,0.8399653698630136,0.8432,0.6606060606060603,15,residential_dense,concrete,31,90.24,39.5,32.72,25,38,ACUTE,3,1.2387362750577025,1.2392910853955819,7700.0,5100.0,0.497,706,MEDIUM
1289,331,0.09068493150684931,0.17142983561643835,0.3,0.3,0.10630983561643835,0.0768,0.415,0.5394106,2.1006,0.17142983561643835,0.09247219178082192,0.05840191780821918,0.05,0.9,0.05,0.8414960273972603,0.8439,-0.4909090909090912,-19,residential_dense,hdpe,24,88.88,52.6,29.99,25,39,ACUTE,2,-0.48638470712948967,-1.123546404555094,7900.0,5100.0,0.4786,824,MEDIUM
1290,1020,0.27945205479452057,0.22938326027397257,0.3,0.3,0.08935945205479451,0.0523,0.3174,0.638266,2.5912,0.22938326027397257,0.14666126027397258,0.045543260273972604,0.05,0.05,0.9,0.8428521369863013,0.8458,0.8969696969696987,18,mixed_use,clay,34,58.24,37.8,30.36,25,40,ACUTE,0,4.932532852659178,-0.13370513623511093,8100.0,5100.0,0.6049,289,HIGH
1291,0,0.0,0.1897090410958904,0.3,0.3,0.10767682191780822,0.0548,0.1675,0.11457164,0.4225,0.1897090410958904,0.021789479452054793,0.4460220547945205,0.055,0.895,0.05,0.8413856438356164,0.8456,0.0,0,green_space,hdpe,17,95.04,65.7,29.84,25,41,SAFE,1,-2.1647626867703273,-0.3749984785486317,8300.0,5100.0,0.393,2298,MEDIUM
1292,0,0.0,0.1712662191780822,0.3,0.3,0.11409446575342465,0.0707,0.2332,0.1314772,0.4026,0.1712662191780822,0.022649890410958905,0.7058360547945205,0.05,0.9,0.05,0.8408728767123288,0.8443,0.0,0,green_space,pvc,2,98.4,97.1,24.44,25,42,SAFE,1,-2.724733237551469,-0.3300860264715491,8500.0,5100.0,0.3881,2351,MEDIUM
1293,0,0.0,0.20129605479452053,0.3,0.3,0.12978194520547945,0.0871,0.2288,0.09472197,0.3745,0.20129605479452053,0.019015123287671232,0.694365095890411,0.1256,0.8244,0.05,0.8396182465753425,0.843,0.0,0,green_space,concrete,4,116.16,94.7,22.33,25,43,SAFE,4,-2.4988834088479415,-1.0379313513227173,8700.0,5100.0,0.4104,1860,MEDIUM
1294,7,0.0019178082191780822,0.2219464383561644,0.3,0.3,0.11252698630136987,0.0767,0.2519,0.37639868,1.1439,0.2219464383561644,0.08348819178082191,0.22379254794520548,0.05,0.9,0.05,0.840997808219178,0.8439,-0.18787878787878787,-5,residential_dense,cast_iron,14,124.32,77.8,18.82,25,44,SAFE,1,-0.2034096511409822,-0.8628964923046178,8900.0,5100.0,0.4149,1743,MEDIUM
1295,84,0.023013698630136987,0.16670857534246575,0.3,0.3,0.09197424657534246,0.1263,0.2396,0.5018413,1.5796,0.16670857534246575,0.08375761643835616,0.08488495890410959,0.05,0.5979,0.3521,0.8426426301369863,0.8399,0.4363636363636362,18,residential_dense,concrete,18,102.72,64.6,16.35,25,45,MODERATE,3,1.4527176875114374,0.45887977129747387,9100.0,5100.0,0.5085,646,HIGH
1296,17,0.004657534246575342,0.16346841095890413,0.3,0.3,0.08847580821917808,0.1052,0.3483,0.36931527,1.533,0.16346841095890413,0.060702054794520545,0.18138512328767123,0.05,0.9,0.05,0.8429219452054795,0.8416,0.00606060606060631,1,residential_light,pvc,21,83.2,58.9,15.71,25,46,SAFE,2,-0.7317729527565153,0.011205035008923411,9300.0,5100.0,0.4608,945,MEDIUM
1297,5,0.0013698630136986301,0.13680246575342467,0.3,0.3,0.08706865753424657,0.0871,0.3281,0.3637537,1.3755,0.13680246575342467,0.04958657534246576,0.3704178904109589,0.05,0.9,0.05,0.8430345753424657,0.843,-0.11515151515151502,-3,residential_light,pvc,7,94.4,83.4,13.53,25,47,SAFE,2,-2.0280989069322164,-0.11447482653140517,9500.0,5100.0,0.4158,1719,MEDIUM
1298,1,0.000273972602739726,0.21358364383561643,0.3,0.3,0.10763654794520548,0.0618,0.1978,0.2228265,0.8797,0.21358364383561643,0.047670109589041096,0.5160912876712328,0.05,0.9,0.05,0.8413886301369863,0.8451,-0.05454545454545447,-1,residential_light,cast_iron,3,136.64,96.0,13.78,25,48,SAFE,1,-1.5226444025888963,-0.63574335121791,9700.0,5100.0,0.3794,2388,MEDIUM
1299,325,0.08904109589041095,0.12282139726027397,0.229,0.229,0.07933561643835615,0.0576,0.3251,0.53152907,1.9915,0.12282139726027397,0.06565416438356164,0.0908881095890411,0.05,0.9,0.05,0.8436538904109588,0.8454,0.6727272727272726,23,residential_dense,pvc,19,84.8,67.9,14.01,25,49,ACUTE,2,-0.9080708459817012,2.593997958132825,9900.0,5100.0,0.2786,2469,MEDIUM
1300,0,0.0,0.11485202739726028,0.2443,0.2443,0.08766953424657535,0.0959,0.141,0.11176361,0.419,0.11485202739726028,0.012913013698630137,0.4136121095890411,0.265,0.685,0.05,0.8429873698630136,0.8423,0.0,0,green_space,hdpe,18,94.16,62.9,23.83,26,0,SAFE,4,-3.9257687860077084,-0.8306106344602696,100.0,5300.0,0.288,2465,MEDIUM
1301,7,0.0019178082191780822,0.18458479452054796,0.3,0.3,0.11006564383561644,0.0947,0.3521,0.37322614,1.3446,0.18458479452054796,0.06920539726027397,0.44398249315068494,0.05,0.9,0.05,0.8411945479452054,0.8424,0.1636363636363636,3,residential_light,pvc,8,93.6,90.0,26.76,26,1,SAFE,1,-0.9230101435717523,0.07356110087626064,300.0,5300.0,0.4333,1284,MEDIUM
1302,14,0.0038356164383561643,0.1747733424657534,0.3,0.3,0.10293810958904111,0.1044,0.3419,0.41549885,1.5388,0.1747733424657534,0.07242920547945206,0.2839911506849315,0.05,0.9,0.05,0.8417647671232877,0.8417,-0.08484848484848483,-2,residential_dense,concrete,4,116.16,88.3,26.35,26,2,SAFE,1,-0.7106798794716431,-0.3289375483914413,500.0,5300.0,0.4326,1296,MEDIUM
1303,9,0.002465753424657534,0.1513635616438356,0.3,0.3,0.08765717808219177,0.0729,0.2778,0.332041,1.4671,0.1513635616438356,0.0501085205479452,0.3175702191780822,0.05,0.9,0.05,0.8429869863013699,0.8442,-0.0424242424242424,-3,residential_light,pvc,14,88.8,75.2,26.06,26,3,SAFE,2,-1.858386626027756,-0.08226033847910591,700.0,5300.0,0.4108,1846,MEDIUM
1304,11,0.0030136986301369864,0.1933019726027397,0.3,0.3,0.10726712328767123,0.0868,0.2863,0.3940738,1.2999,0.1933019726027397,0.07581838356164383,0.27685928767123286,0.05,0.9,0.05,0.8414189863013698,0.8431,-0.18787878787878784,-3,residential_light,pvc,18,85.6,69.7,27.28,26,4,SAFE,1,-0.6724089473263968,-0.592443110444397,900.0,5300.0,0.4335,1278,MEDIUM
1305,5,0.0013698630136986301,0.17159323287671233,0.3,0.3,0.09609756164383562,0.0937,0.304,0.3075311,1.2082,0.17159323287671233,0.052728,0.38960268493150685,0.05,0.9,0.05,0.8423114794520549,0.8425,-0.07878787878787867,-3,residential_light,concrete,11,109.44,83.9,25.6,26,5,SAFE,2,-1.4068340417747374,-0.41618340179735724,1100.0,5300.0,0.4297,1341,MEDIUM
1306,14,0.0038356164383561643,0.18599750684931507,0.3,0.3,0.10173783561643836,0.0946,0.2764,0.40569595,1.456,0.18599750684931507,0.0754825205479452,0.2048570684931507,0.05,0.9,0.05,0.8418606849315068,0.8424,-0.19393939393939405,-4,residential_dense,concrete,14,106.56,76.9,26.3,26,6,SAFE,1,-0.5400293132358791,-0.5799839499584157,1300.0,5300.0,0.4368,1203,MEDIUM
1307,585,0.16027397260273973,0.20351013698630138,0.3,0.3,0.1270568493150685,0.1397,0.3924,0.5662238,2.0506,0.20351013698630138,0.11456904109589042,0.06048345205479452,0.05,0.8999,0.05,0.8398353150684932,0.8388,-0.042424242424244904,-7,industrial,hdpe,28,85.36,52.6,26.23,26,7,ACUTE,1,1.7011473769076282,-0.3616353652523302,1500.0,5300.0,0.5957,318,HIGH
1308,76,0.020821917808219178,0.20316517808219178,0.3,0.3,0.11720046575342466,0.0994,0.4142,0.46767414,1.6472,0.20316517808219178,0.09494402739726028,0.18603835616438355,0.05,0.9,0.05,0.8406245205479452,0.842,0.3393939393939397,10,residential_dense,pvc,14,88.8,73.2,27.59,26,8,MODERATE,1,0.5208246460837777,0.6413677033665468,1700.0,5300.0,0.4657,907,MEDIUM
1309,30,0.00821917808219178,0.17159876712328767,0.3,0.3,0.08518504109589042,0.1193,0.2415,0.45145807,1.7759,0.17159876712328767,0.07745312328767123,0.07321704109589042,0.05,0.5375,0.4125,0.8431846301369863,0.8405,-0.10909090909090911,-2,residential_dense,concrete,24,96.96,59.9,27.55,26,9,SAFE,2,1.0292948486782905,-1.3516985513974928,1900.0,5300.0,0.4836,789,MEDIUM
1310,12,0.0032876712328767125,0.17598860273972602,0.3,0.3,0.07849928767123288,0.0861,0.3442,0.37867135,1.5749,0.17598860273972602,0.06665761643835616,0.04763657534246576,0.05,0.7839,0.1661,0.8437205479452055,0.8431,-0.060606060606060566,-4,mixed_use,concrete,30,91.2,41.8,27.89,26,10,SAFE,2,-0.20211101876518164,-0.609092596784509,2100.0,5300.0,0.4516,1005,MEDIUM
1311,761,0.20849315068493152,0.18915402739726028,0.3,0.3,0.1309575890410959,0.0945,0.5593,0.59574825,2.3618,0.18915402739726028,0.11265715068493151,0.1851745479452055,0.05,0.9,0.05,0.839523890410959,0.8424,1.072727272727274,35,commercial,pvc,12,90.4,82.3,29.72,26,11,ACUTE,3,1.7167318674199905,3.2360594310576842,2300.0,5300.0,0.5887,341,HIGH
1312,717,0.19643835616438357,0.21923997260273972,0.3,0.3,0.1572293698630137,0.0971,0.5033,0.58602667,2.1842,0.21923997260273972,0.1287437808219178,0.3574323287671233,0.05,0.9,0.05,0.8374221643835617,0.8422,0.9151515151515139,29,residential_dense,clay,4,77.44,93.3,31.26,26,12,ACUTE,3,1.8726302258399992,2.461831448322966,2500.0,5300.0,0.5662,423,HIGH
1313,125,0.03424657534246575,0.2231477808219178,0.3,0.3,0.1381264109589041,0.1099,0.3829,0.5119814,1.6786,0.2231477808219178,0.11426586301369863,0.25364,0.05,0.9,0.05,0.8389509589041095,0.8412,0.3818181818181815,7,commercial,concrete,8,112.32,88.8,31.25,26,13,MODERATE,1,1.0977972198025334,0.41168981650475595,2700.0,5300.0,0.4776,828,MEDIUM
1314,926,0.2536986301369863,0.13728753424657533,0.3,0.3,0.08486156164383563,0.1195,0.2575,0.6236484,2.3186,0.13728753424657533,0.08542561643835617,0.06488794520547946,0.05,0.6027,0.3473,0.8432110684931508,0.8404,0.909090909090909,20,commercial,pvc,19,84.8,65.3,31.3,26,14,ACUTE,3,1.9497331738608532,1.8999519698253544,2900.0,5300.0,0.6464,193,HIGH
