zone_id,total_flood_days,flood_rate,avg_degradation,final_degradation,max_degradation,avg_drift_memory,final_drift_memory,max_drift_memory,avg_load_ratio,max_load_ratio,avg_d1,avg_d2,avg_d3,final_w1,final_w2,final_w3,avg_adaptive_thresh,final_adaptive_thresh,flood_trend_slope,flood_acceleration,land_use,drain_material,drain_age_yrs,drain_capacity,infra_health_score,elevation_m,grid_row,grid_col,flood_classification
1264,523,0.28657534246575345,0.12716010958904111,0.2532,0.2532,0.07383610958904109,0.0942,0.1463,0.626590904109589,1.557,0.12716010958904111,0.07968060273972603,0.048693479452054794,0.05,0.3982,0.5518,0.8440947945205479,0.8425,2.4422163281744685e-15,101,residential_dense,clay,23,65.28,53.7,31.77,25,14,MODERATE
1265,239,0.13095890410958905,0.10122421917808218,0.1902,0.1902,0.09079523287671233,0.0899,0.2541,0.5409737534246576,2.0199,0.10122421917808218,0.055008328767123284,0.24538772602739728,0.2519,0.6981,0.05,0.8427367123287671,0.8428,5.0000000000000036,83,residential_dense,clay,5,76.8,86.7,30.44,25,15,ACUTE
1266,7,0.0038356164383561643,0.08180958904109589,0.1487,0.1487,0.07383435616438357,0.0787,0.1701,0.3886127671232877,1.4604,0.08180958904109589,0.03187117808219178,0.26751939726027396,0.2909,0.659,0.05,0.8440926027397261,0.8437,0.6000000000000001,5,residential_dense,concrete,4,116.16,91.7,31.75,25,16,SAFE
1267,3,0.0016438356164383563,0.12342920547945205,0.2107,0.2107,0.0861669589041096,0.0736,0.1874,0.31179594520547943,1.1901,0.12342920547945205,0.03883753424657534,0.17459572602739726,0.1758,0.7742,0.05,0.8431062465753424,0.8441,0.4000000000000001,3,mixed_use,cast_iron,18,119.84,67.4,30.86,25,17,SAFE
1268,348,0.19068493150684931,0.09682027397260275,0.1631,0.1631,0.08821391780821917,0.0762,0.2115,0.5904250958904109,1.6936,0.09682027397260275,0.05755238356164384,0.1882852602739726,0.2721,0.6779,0.05,0.8429421369863014,0.8439,0.3000000000000024,78,commercial,concrete,31,90.24,45.2,31.04,25,18,MODERATE
1269,13,0.007123287671232876,0.07644515068493152,0.1396,0.1396,0.050572054794520545,0.0809,0.0892,0.4420040547945206,1.4489,0.07644515068493152,0.03380158904109589,0.053479726027397256,0.0847,0.4761,0.4393,0.8459551780821919,0.8435,0.6,9,mixed_use,pvc,24,80.8,54.7,33.32,25,19,SAFE
1270,165,0.09041095890410959,0.07307961643835616,0.1638,0.1638,0.059120000000000006,0.084,0.2134,0.547696,2.0511,0.07307961643835616,0.040494575342465755,0.06082054794520548,0.2985,0.6358,0.0657,0.8452701369863014,0.8433,3.6000000000000014,61,commercial,concrete,21,99.84,64.1,33.95,25,20,ACUTE
1271,11,0.006027397260273973,0.08316383561643835,0.1753,0.1753,0.04785879452054794,0.0656,0.1421,0.45188432876712326,1.6635,0.08316383561643835,0.037565260273972605,0.03739413698630137,0.0647,0.5027,0.4326,0.8461710684931506,0.8448,0.8000000000000003,9,mixed_use,concrete,30,91.2,49.6,34.75,25,21,SAFE
1272,5,0.0027397260273972603,0.10416876712328767,0.2139,0.2139,0.0849812602739726,0.0975,0.2462,0.4105652602739726,1.4854,0.10416876712328767,0.04321391780821918,0.25364597260273974,0.1903,0.7596,0.05,0.8432020273972602,0.8422,0.4000000000000002,3,commercial,cast_iron,3,136.64,97.4,34.78,25,22,SAFE
1273,108,0.05917808219178082,0.07765424657534246,0.174,0.174,0.06686575342465753,0.0929,0.187,0.4976404383561644,1.8242,0.07765424657534246,0.03840739726027398,0.12127035616438356,0.2895,0.6605,0.05,0.8446506849315069,0.8426,0.7999999999999985,32,commercial,pvc,8,93.6,81.0,37.58,25,23,ACUTE
1274,90,0.049315068493150684,0.08067841095890411,0.159,0.159,0.06449265753424657,0.0663,0.1476,0.5106267945205479,1.7994,0.08067841095890411,0.041307890410958906,0.07576745205479452,0.2751,0.6744,0.0506,0.8448408767123288,0.8447,0.20000000000000018,26,mixed_use,pvc,33,73.6,40.4,41.17,25,24,MODERATE
1275,7,0.0038356164383561643,0.06320082191780822,0.136,0.136,0.04741819178082192,0.0822,0.1202,0.3772441643835616,1.5809,0.06320082191780822,0.024161753424657532,0.06342624657534246,0.2091,0.4877,0.3032,0.8462056438356165,0.8434,1.0000000000000002,7,mixed_use,hdpe,22,90.64,56.4,41.94,25,25,SAFE
1276,3,0.0016438356164383563,0.11680635616438356,0.2503,0.2503,0.07613884931506848,0.0981,0.1565,0.30313736986301365,1.3394,0.11680635616438356,0.035632657534246576,0.1106158904109589,0.107,0.697,0.196,0.843908602739726,0.8422,0.20000000000000007,3,mixed_use,cast_iron,21,116.48,59.6,45.5,25,26,SAFE
1277,829,0.45424657534246576,0.12845090410958904,0.2589,0.2589,0.12061386301369864,0.1633,0.4546,0.8152927671232877,3.072,0.12845090410958904,0.10489517808219177,0.1424867397260274,0.269,0.6809,0.0501,0.8403496438356164,0.8369,1.5999999999999968,175,commercial,clay,12,72.32,83.3,44.35,25,27,CHRONIC
1278,7,0.0038356164383561643,0.08227276712328767,0.1773,0.1773,0.05315156164383562,0.0895,0.0965,0.3500556712328767,1.3118,0.08227276712328767,0.028665643835616438,0.0621906301369863,0.1307,0.5018,0.3675,0.8457482191780823,0.8428,0.2,5,mixed_use,concrete,23,97.92,55.0,44.24,25,28,SAFE
1279,15,0.00821917808219178,0.1055015890410959,0.2026,0.2026,0.08296958904109589,0.087,0.2413,0.4615761095890411,1.7332,0.1055015890410959,0.048804164383561645,0.17852876712328766,0.1478,0.8022,0.05,0.8433629041095891,0.843,0.8000000000000003,7,commercial,concrete,7,113.28,87.4,43.22,25,29,SAFE
1280,209,0.11452054794520548,0.13805413698630137,0.2937,0.2937,0.098728,0.0869,0.3459,0.5538098630136986,2.02,0.13805413698630137,0.07714997260273973,0.07299424657534245,0.05,0.8697,0.0803,0.8421025205479452,0.843,2.7000000000000006,63,commercial,concrete,24,96.96,58.0,42.67,25,30,ACUTE
1281,440,0.2410958904109589,0.10759156164383563,0.2036,0.2036,0.09942339726027397,0.1061,0.2523,0.6231591780821918,2.4316,0.10759156164383563,0.06719079452054795,0.2076612602739726,0.2556,0.6944,0.05,0.842045698630137,0.8415,-0.4999999999999938,78,commercial,concrete,33,88.32,42.6,41.13,25,31,ACUTE
1282,272,0.14904109589041095,0.1258956712328767,0.2289,0.2289,0.10138580821917809,0.0924,0.2536,0.5730314520547946,2.1025,0.1258956712328767,0.07241506849315069,0.16333205479452056,0.1083,0.8417,0.05,0.8418891506849314,0.8426,3.5,86,commercial,pvc,9,92.8,84.4,40.67,25,32,ACUTE
1283,20,0.010958904109589041,0.06322701369863014,0.143,0.143,0.0548705205479452,0.0691,0.159,0.4408133698630137,1.6546,0.06322701369863014,0.027899890410958902,0.1310934794520548,0.3392,0.6108,0.05,0.8456100821917808,0.8445,0.6000000000000001,10,residential_dense,concrete,28,93.12,44.7,39.71,25,33,SAFE
1284,7,0.0038356164383561643,0.08068323287671234,0.1703,0.1703,0.07134805479452054,0.0929,0.1657,0.3299044383561644,1.2884,0.08068323287671234,0.026545534246575343,0.25237090410958907,0.3158,0.6342,0.05,0.8442917808219178,0.8426,0.5000000000000001,5,mixed_use,concrete,11,109.44,78.5,36.94,25,34,SAFE
1285,54,0.02958904109589041,0.0935908493150685,0.1618,0.1618,0.06554361643835616,0.0894,0.141,0.4954795616438356,1.5862,0.0935908493150685,0.04621556164383562,0.07378931506849315,0.05,0.5815,0.3685,0.8447575342465754,0.8429,-0.6000000000000006,2,residential_dense,hdpe,18,94.16,67.8,35.52,25,35,MODERATE
1286,91,0.04986301369863014,0.08602657534246576,0.17,0.17,0.0730557808219178,0.0745,0.2054,0.49918032876712326,2.0407,0.08602657534246576,0.043084,0.1610894794520548,0.2716,0.6783,0.05,0.8441552328767123,0.844,0.40000000000000147,29,commercial,concrete,27,94.08,47.3,34.19,25,36,ACUTE
1287,336,0.1841095890410959,0.13253583561643836,0.2727,0.2727,0.1145282191780822,0.1193,0.3695,0.5753175890410959,1.8454,0.13253583561643836,0.07657791780821918,0.2801008219178082,0.1527,0.7973,0.05,0.8408379178082191,0.8405,4.399999999999999,94,residential_dense,clay,5,76.8,89.5,35.58,25,37,ACUTE
1288,21,0.011506849315068493,0.08896093150684932,0.1706,0.1706,0.07228783561643835,0.0719,0.1787,0.45672120547945205,1.9051,0.08896093150684932,0.04073408219178082,0.1615908493150685,0.2493,0.7006,0.05,0.8442150684931508,0.8442,-0.19999999999999993,3,residential_dense,concrete,31,90.24,39.5,32.72,25,38,SAFE
1289,47,0.025753424657534246,0.08167112328767123,0.1689,0.1689,0.06166887671232876,0.0771,0.1906,0.4735042191780822,2.0164,0.08167112328767123,0.03906668493150685,0.06343073972602739,0.2673,0.6827,0.05,0.8450665753424658,0.8438,-0.09999999999999945,11,residential_dense,hdpe,24,88.88,52.6,29.99,25,39,ACUTE
1290,483,0.26465753424657534,0.15470915068493152,0.2664,0.2664,0.09454049315068494,0.0723,0.2579,0.6298785753424657,2.1016,0.15470915068493152,0.09785457534246575,0.0644842191780822,0.05,0.4667,0.4833,0.8424363835616439,0.8442,0.5000000000000004,107,mixed_use,clay,34,58.24,37.8,30.36,25,40,ACUTE
1291,0,0.0,0.10336893150684932,0.2052,0.2052,0.10497331506849315,0.1087,0.1475,0.11141287671232876,0.4616,0.10336893150684932,0.011632164383561645,0.4348967671232877,0.3897,0.5603,0.05,0.8416014246575342,0.8413,0.0,0,green_space,hdpe,17,95.04,65.7,29.84,25,41,SAFE
1292,0,0.0,0.11278558904109588,0.2013,0.2013,0.12140454794520548,0.1191,0.2348,0.1205116712328767,0.4787,0.11278558904109588,0.013606246575342465,0.7000489315068493,0.3772,0.5728,0.05,0.8402879452054794,0.8405,0.0,0,green_space,pvc,2,98.4,97.1,24.44,25,42,SAFE
1293,0,0.0,0.09103309589041096,0.2048,0.2048,0.11408865753424659,0.1241,0.2275,0.10463073972602739,0.348,0.09103309589041096,0.009530684931506848,0.6761922739726027,0.4076,0.5424,0.05,0.8408734246575342,0.8401,0.0,0,green_space,concrete,4,116.16,94.7,22.33,25,43,SAFE
1294,5,0.0027397260273972603,0.11890712328767124,0.2969,0.2969,0.0858388493150685,0.1054,0.3018,0.4006999452054794,1.3936,0.11890712328767124,0.047648657534246575,0.15884586301369863,0.1168,0.8332,0.05,0.8431335342465753,0.8416,0.4000000000000002,3,residential_dense,cast_iron,14,124.32,77.8,18.82,25,44,SAFE
1295,7,0.0038356164383561643,0.1328134794520548,0.2288,0.2288,0.07641413698630138,0.1131,0.1451,0.42065035616438357,1.6807,0.1328134794520548,0.056160767123287665,0.07751304109589041,0.05,0.4849,0.4651,0.8438867397260273,0.841,0.5000000000000001,7,residential_dense,concrete,18,102.72,64.6,16.35,25,45,SAFE
1296,4,0.002191780821917808,0.09715835616438356,0.1733,0.1733,0.07410630136986301,0.0677,0.1774,0.35272027397260275,1.399,0.09715835616438356,0.03421068493150685,0.15939797260273972,0.2417,0.7083,0.05,0.8440715068493151,0.8446,0.4,2,residential_light,pvc,21,83.2,58.9,15.71,25,46,SAFE
1297,4,0.002191780821917808,0.07031189041095891,0.1504,0.1504,0.0712492602739726,0.0858,0.136,0.3054442191780822,1.0795,0.07031189041095891,0.021452000000000002,0.35863769863013695,0.3485,0.6015,0.05,0.8443006027397261,0.8431,0.19999999999999996,4,residential_light,pvc,7,94.4,83.4,13.53,25,47,SAFE
1298,0,0.0,0.12915134246575344,0.2366,0.2366,0.10580460273972603,0.106,0.183,0.24057002739726027,0.8343,0.12915134246575344,0.031084821917808217,0.47799945205479455,0.2481,0.7019,0.05,0.8415346301369863,0.8415,0.0,0,residential_light,cast_iron,3,136.64,96.0,13.78,25,48,SAFE
1299,254,0.13917808219178082,0.10472257534246575,0.1907,0.1907,0.07592745205479452,0.099,0.1956,0.5735883287671233,2.0978,0.10472257534246575,0.06063890410958904,0.07749095890410959,0.05,0.621,0.329,0.8439250958904109,0.8421,4.099999999999999,88,residential_dense,pvc,19,84.8,67.9,14.01,25,49,ACUTE
1300,0,0.0,0.05443747945205479,0.1277,0.1277,0.08127676712328766,0.08,0.14,0.10891813698630137,0.4715,0.05443747945205479,0.005849698630136986,0.40606849315068494,0.4336,0.5164,0.05,0.843497095890411,0.8436,0.0,0,green_space,hdpe,18,94.16,62.9,23.83,26,0,SAFE
1301,5,0.0027397260273972603,0.09603419178082193,0.1877,0.1877,0.08754958904109589,0.0953,0.1769,0.37810487671232873,1.4806,0.09603419178082193,0.036616767123287666,0.40809605479452055,0.245,0.705,0.05,0.8429969315068493,0.8424,0.5000000000000001,3,residential_light,pvc,8,93.6,90.0,26.76,26,1,SAFE
1302,5,0.0027397260273972603,0.06050986301369863,0.1372,0.1372,0.06011879452054795,0.0799,0.1118,0.3553887671232877,1.2133,0.06050986301369863,0.02151978082191781,0.23774695890410957,0.3586,0.5914,0.05,0.8451914520547945,0.8436,-0.1999999999999999,1,residential_dense,concrete,4,116.16,88.3,26.35,26,2,SAFE
1303,3,0.0016438356164383563,0.0635411506849315,0.1367,0.1367,0.06337523287671233,0.0847,0.112,0.3605500273972603,1.2149,0.0635411506849315,0.022748383561643836,0.2776170410958904,0.3488,0.6012,0.05,0.8449296986301369,0.8432,0.20000000000000012,1,residential_light,pvc,14,88.8,75.2,26.06,26,3,SAFE
1304,2,0.001095890410958904,0.08226761643835616,0.1339,0.1339,0.0716773698630137,0.0709,0.1105,0.3926546301369863,1.2139,0.08226761643835616,0.03266487671232877,0.23396898630136986,0.2801,0.6699,0.05,0.8442667397260274,0.8443,0.10000000000000002,2,residential_light,pvc,18,85.6,69.7,27.28,26,4,SAFE
1305,3,0.0016438356164383563,0.05976986301369863,0.1419,0.1419,0.06458821917808219,0.0859,0.1325,0.3207656438356164,1.3001,0.05976986301369863,0.019208657534246575,0.34246668493150684,0.3664,0.5836,0.05,0.8448330410958904,0.8431,0.4000000000000001,3,residential_light,concrete,11,109.44,83.9,25.6,26,5,SAFE
1306,12,0.006575342465753425,0.07867983561643835,0.1418,0.1418,0.06567320547945206,0.0717,0.1418,0.4545275616438356,1.2943,0.07867983561643835,0.03571676712328767,0.13224219178082192,0.2651,0.6849,0.05,0.8447465205479452,0.8443,0.6000000000000001,8,residential_dense,concrete,14,106.56,76.9,26.3,26,6,SAFE
1307,435,0.23835616438356164,0.050055671232876714,0.1226,0.1226,0.05394021917808219,0.0732,0.1341,0.6233928767123288,1.9816,0.050055671232876714,0.031389698630136985,0.12910668493150684,0.3969,0.553,0.05,0.8456849863013699,0.8441,0.20000000000000154,91,industrial,hdpe,28,85.36,52.6,26.23,26,7,ACUTE
1308,68,0.03726027397260274,0.12972345205479452,0.2355,0.2355,0.09383512328767123,0.0808,0.2641,0.5012912328767123,2.0902,0.12972345205479452,0.06510438356164383,0.13863561643835615,0.05,0.9,0.05,0.8424934246575343,0.8435,1.5999999999999999,28,residential_dense,pvc,14,88.8,73.2,27.59,26,8,ACUTE
1309,86,0.047123287671232875,0.12431687671232876,0.2692,0.2692,0.07200186301369864,0.1063,0.2274,0.520743397260274,1.8287,0.12431687671232876,0.0648090410958904,0.05448553424657534,0.05,0.5156,0.4344,0.8442411506849316,0.8415,2.7,36,residential_dense,concrete,24,96.96,59.9,27.55,26,9,ACUTE
1310,5,0.0027397260273972603,0.12054284931506849,0.1835,0.1835,0.06079380821917808,0.0372,0.1749,0.3735698630136986,1.6014,0.12054284931506849,0.04474750684931506,0.04536,0.05,0.5736,0.3764,0.8451367671232878,0.847,0.1,1,mixed_use,concrete,30,91.2,41.8,27.89,26,10,SAFE
1311,473,0.25917808219178085,0.14588805479452055,0.2486,0.2486,0.11725358904109588,0.089,0.3208,0.6341347397260274,2.1288,0.14588805479452055,0.09263556164383561,0.1496747397260274,0.0756,0.8744,0.05,0.8406193424657534,0.8429,3.7999999999999976,119,commercial,pvc,12,90.4,82.3,29.72,26,11,ACUTE
1312,428,0.2345205479452055,0.18421890410958905,0.3,0.3,0.1517264109589041,0.1375,0.3668,0.6056464657534247,1.8979,0.18421890410958905,0.11190876712328766,0.33449572602739724,0.05,0.9,0.05,0.8378616438356165,0.839,3.0000000000000027,114,residential_dense,clay,4,77.44,93.3,31.26,26,12,ACUTE
1313,40,0.021917808219178082,0.1605227397260274,0.2472,0.2472,0.11371117808219178,0.0955,0.2985,0.5018016438356164,1.4157,0.1605227397260274,0.08110942465753425,0.2160510684931507,0.05,0.9,0.05,0.8409038356164383,0.8424,0.4999999999999995,12,commercial,concrete,8,112.32,88.8,31.25,26,13,MODERATE
1314,430,0.2356164383561644,0.08956131506849314,0.1847,0.1847,0.06267671232876712,0.0903,0.2262,0.6156083835616438,2.389,0.08956131506849314,0.055530794520547946,0.05328783561643835,0.114,0.4554,0.4306,0.8449847123287672,0.8428,2.5000000000000044,94,commercial,pvc,19,84.8,65.3,31.3,26,14,ACUTE
1315,23,0.012602739726027398,0.061892821917808226,0.127,0.127,0.052329150684931505,0.0795,0.1297,0.4790425205479452,1.6948,0.061892821917808226,0.029291178082191782,0.07927857534246575,0.2684,0.595,0.1366,0.8458132602739726,0.8436,0.1000000000000003,7,mixed_use,pvc,23,81.6,60.0,30.31,26,15,SAFE
1316,291,0.15945205479452054,0.12476032876712329,0.2489,0.2489,0.09981884931506849,0.0953,0.3138,0.5691527671232877,2.1766,0.12476032876712329,0.07131271232876712,0.14701561643835614,0.1344,0.8156,0.05,0.8420157808219177,0.8424,3.7000000000000024,83,mixed_use,clay,20,67.2,64.3,30.7,26,16,ACUTE
1317,349,0.19123287671232878,0.07544893150684931,0.1763,0.1763,0.055696273972602746,0.0922,0.1437,0.5940134794520547,2.0587,0.07544893150684931,0.04461386301369863,0.053224383561643836,0.1661,0.4666,0.3673,0.8455444931506849,0.8426,-0.49999999999999933,71,commercial,hdpe,19,93.28,68.1,31.54,26,17,ACUTE
1318,21,0.011506849315068493,0.06558931506849315,0.1117,0.1117,0.0594212602739726,0.0601,0.1369,0.44933358904109594,2.1101,0.06558931506849315,0.02970213698630137,0.14646175342465756,0.3226,0.6274,0.05,0.8452464657534247,0.8452,1.0000000000000002,15,commercial,hdpe,6,104.72,85.0,31.42,26,18,SAFE
1319,161,0.08821917808219178,0.11694745205479452,0.2159,0.2159,0.09584142465753424,0.0706,0.232,0.5204493698630137,2.0435,0.11694745205479452,0.06098580821917808,0.20597709589041097,0.1598,0.7902,0.05,0.8423328767123287,0.8444,-0.1999999999999983,37,commercial,concrete,31,90.24,39.8,32.28,26,19,ACUTE
1320,663,0.3632876712328767,0.10036246575342465,0.1942,0.1942,0.07177857534246576,0.1205,0.1819,0.7006292602739727,2.4492,0.10036246575342465,0.07032082191780822,0.05661446575342466,0.0983,0.4364,0.4654,0.8442581369863014,0.8404,-2.9,113,commercial,clay,16,69.76,68.7,33.35,26,20,ACUTE
1321,10,0.005479452054794521,0.08420224657534246,0.1613,0.1613,0.05676405479452054,0.0943,0.1368,0.3843603287671233,1.4442,0.08420224657534246,0.03254164383561644,0.06806909589041096,0.1212,0.5357,0.343,0.8454586849315068,0.8425,1.0,8,commercial,cast_iron,13,125.44,73.2,35.05,26,21,SAFE
1322,684,0.3747945205479452,0.09112679452054795,0.2055,0.2055,0.08998164383561644,0.1183,0.3013,0.726167397260274,2.6763,0.09112679452054795,0.06625561643835616,0.11738169863013698,0.3343,0.6145,0.0512,0.8428009315068493,0.8405,0.5999999999999954,136,commercial,pvc,27,78.4,55.1,36.04,26,22,ACUTE
1323,18,0.009863013698630137,0.07045402739726027,0.1503,0.1503,0.06605112328767124,0.0782,0.1891,0.4498252054794521,1.8324,0.07045402739726027,0.03173545205479452,0.2188055890410959,0.3167,0.6333,0.05,0.8447157260273972,0.8437,1.2000000000000002,10,commercial,hdpe,2,108.24,93.6,38.41,26,23,SAFE
1324,475,0.2602739726027397,0.07364334246575342,0.1846,0.1846,0.06878082191780822,0.1099,0.2386,0.6477247671232876,2.2763,0.07364334246575342,0.04793895890410959,0.10889627397260275,0.3466,0.6034,0.05,0.8444984109589041,0.8412,-0.8000000000000024,85,commercial,pvc,12,90.4,83.2,39.82,26,24,ACUTE
1325,48,0.0263013698630137,0.09683917808219179,0.1882,0.1882,0.06033764383561644,0.0898,0.1544,0.4843549589041096,1.6185,0.09683917808219179,0.04666378082191781,0.05368175342465754,0.05,0.5613,0.3887,0.8451729863013699,0.8428,0.3000000000000008,10,commercial,concrete,17,103.68,67.8,39.41,26,25,MODERATE
1326,651,0.3567123287671233,0.14834953424657535,0.2829,0.2829,0.08942619178082191,0.1469,0.2631,0.704357095890411,2.9224,0.14834953424657535,0.10488975342465753,0.0596546301369863,0.05,0.3327,0.6173,0.8428461369863013,0.8382,2.800000000000003,143,commercial,clay,18,68.48,64.4,41.69,26,26,ACUTE
1327,226,0.12383561643835617,0.10536021917808219,0.209,0.209,0.07380734246575342,0.0828,0.1843,0.5635597808219178,1.868,0.10536021917808219,0.0593051506849315,0.06087682191780822,0.0811,0.6499,0.269,0.8440954520547945,0.8434,-0.6000000000000009,46,commercial,concrete,22,98.88,63.3,43.2,26,27,ACUTE
1328,22,0.012054794520547946,0.04789687671232877,0.12,0.12,0.04572515068493151,0.0724,0.1337,0.47628175342465756,1.8644,0.04789687671232877,0.023015452054794522,0.08948136986301371,0.3636,0.5863,0.05,0.8463417534246575,0.8442,0.4000000000000002,8,mixed_use,pvc,22,82.4,62.0,42.27,26,28,SAFE
1329,561,0.30739726027397263,0.07652575342465753,0.1479,0.1479,0.07442449315068493,0.0825,0.2164,0.654576,2.4398,0.07652575342465753,0.04963457534246576,0.1149493698630137,0.3502,0.5996,0.0503,0.8440462465753424,0.8434,-0.9000000000000027,109,commercial,pvc,25,80.0,55.0,43.68,26,29,ACUTE
1330,563,0.3084931506849315,0.09275928767123287,0.2166,0.2166,0.08614630136986302,0.1013,0.2856,0.6641268493150685,2.0684,0.09275928767123287,0.061505643835616436,0.10363939726027396,0.309,0.641,0.05,0.8431086575342466,0.8419,0.5999999999999984,113,commercial,pvc,25,80.0,55.6,43.78,26,30,ACUTE
1331,10,0.005479452054794521,0.06691369863013699,0.1605,0.1605,0.06824882191780822,0.0917,0.2061,0.4267698630136986,1.6856,0.06691369863013699,0.028637534246575343,0.3303429589041096,0.3276,0.6223,0.05,0.8445418630136986,0.8427,0.6000000000000001,6,mixed_use,pvc,7,94.4,89.6,42.38,26,31,SAFE
1332,405,0.2219178082191781,0.07351128767123287,0.1593,0.1593,0.06926252054794521,0.0732,0.1949,0.6065487123287671,2.1826,0.07351128767123287,0.04462701369863013,0.11632860273972603,0.3467,0.603,0.0502,0.8444588493150685,0.8441,-0.3999999999999983,77,commercial,pvc,24,80.8,54.1,39.77,26,32,ACUTE
1333,238,0.1304109589041096,0.08876208219178082,0.1723,0.1723,0.08094317808219179,0.0902,0.1435,0.5708660273972603,1.9966,0.08876208219178082,0.050711726027397264,0.19914301369863013,0.2698,0.6802,0.05,0.8435238356164384,0.8428,-0.40000000000000047,42,residential_dense,pvc,11,91.2,85.2,40.32,26,33,ACUTE
1334,200,0.1095890410958904,0.06951912328767124,0.1169,0.1169,0.06786876712328767,0.075,0.153,0.5666237808219179,1.7697,0.06951912328767124,0.03975819178082192,0.2008883287671233,0.3275,0.6225,0.05,0.8445701369863013,0.844,4.500000000000001,62,residential_dense,pvc,10,92.0,86.7,37.93,26,34,MODERATE
1335,681,0.3731506849315068,0.14384339726027398,0.2517,0.2517,0.1329299178082192,0.1298,0.3544,0.7173255890410959,2.5377,0.14384339726027398,0.10441698630136986,0.2255008219178082,0.21,0.74,0.05,0.8393656438356164,0.8396,4.4999999999999964,161,commercial,clay,6,76.16,90.7,36.47,26,35,ACUTE
1336,11,0.006027397260273973,0.08310356164383562,0.1932,0.1932,0.06771128767123287,0.0883,0.1577,0.4352935890410959,1.5287,0.08310356164383562,0.03618476712328767,0.11874734246575343,0.2466,0.7033,0.05,0.8445820821917808,0.8429,0.4000000000000002,7,commercial,concrete,9,111.36,80.8,35.23,26,36,SAFE
1337,120,0.06575342465753424,0.10414849315068493,0.174,0.174,0.07947139726027398,0.0633,0.248,0.5259977534246576,1.9365,0.10414849315068493,0.05529101369863013,0.0858694794520548,0.1721,0.7775,0.0505,0.8436414794520548,0.8449,1.9000000000000004,48,residential_dense,concrete,29,92.16,49.6,34.44,26,37,ACUTE
1338,13,0.007123287671232876,0.10725063013698631,0.2198,0.2198,0.06494186301369863,0.1057,0.1542,0.44114465753424653,1.8836,0.10725063013698631,0.04736471232876713,0.0651427397260274,0.05,0.5139,0.4361,0.8448043287671233,0.8415,0.8000000000000002,7,residential_dense,hdpe,18,94.16,63.3,32.99,26,38,SAFE
1339,6,0.0032876712328767125,0.0853483287671233,0.1618,0.1618,0.0465785205479452,0.0605,0.125,0.355784,1.4429,0.0853483287671233,0.030233205479452057,0.037526356164383566,0.1239,0.4941,0.382,0.8462735890410958,0.8452,0.3000000000000001,4,mixed_use,concrete,27,94.08,46.7,31.82,26,39,SAFE
1340,15,0.00821917808219178,0.08838630136986302,0.167,0.167,0.0538788493150685,0.0697,0.1631,0.441497698630137,1.811,0.08838630136986302,0.03924224657534246,0.045499068493150684,0.0952,0.5615,0.3433,0.8456905205479451,0.8444,1.4000000000000001,11,residential_dense,concrete,22,98.88,58.0,29.68,26,40,SAFE
1341,126,0.06904109589041096,0.11952120547945207,0.2407,0.2407,0.09191380821917809,0.0724,0.3334,0.5198301369863014,1.8093,0.11952120547945207,0.06315884931506849,0.13915742465753425,0.073,0.877,0.05,0.842646684931507,0.8442,4.200000000000001,52,residential_dense,pvc,14,88.8,74.4,27.04,26,41,ACUTE
1342,0,0.0,0.10122756164383562,0.1879,0.1879,0.10558416438356165,0.1052,0.1508,0.10754909589041095,0.4007,0.10122756164383562,0.010925424657534247,0.44647605479452057,0.3945,0.5555,0.05,0.8415524383561644,0.8416,0.0,0,green_space,cast_iron,20,117.6,67.7,24.77,26,42,SAFE
1343,1,0.000547945205479452,0.062409534246575346,0.129,0.129,0.06974673972602739,0.0844,0.1539,0.31947287671232877,1.1799,0.062409534246575346,0.019895890410958905,0.42673402739726024,0.3603,0.5897,0.05,0.8444213698630136,0.8432,0.20000000000000007,1,residential_light,hdpe,5,105.6,93.3,22.79,26,43,SAFE
1344,0,0.0,0.09573183561643836,0.1804,0.1804,0.11701068493150685,0.1133,0.2355,0.10497254794520548,0.4047,0.09573183561643836,0.010067561643835616,0.6955352876712328,0.4026,0.5474,0.05,0.8406386849315068,0.8409,0.0,0,green_space,concrete,3,117.12,97.0,20.02,26,44,SAFE
1345,4,0.002191780821917808,0.07787950684931506,0.1707,0.1707,0.062255452054794526,0.0754,0.1368,0.2778309589041096,1.0686,0.07787950684931506,0.021817479452054794,0.12272838356164384,0.3169,0.633,0.05,0.8450190136986301,0.844,-0.09999999999999995,0,residential_light,cast_iron,24,113.12,56.1,15.44,26,45,SAFE
1346,586,0.32109589041095893,0.15757561643835616,0.2647,0.2647,0.12255057534246575,0.1033,0.2758,0.6681945205479451,2.5965,0.15757561643835616,0.10543665753424657,0.12621194520547946,0.05,0.8837,0.0662,0.8401955068493151,0.8417,3.199999999999997,140,industrial,clay,14,71.04,73.3,12.77,26,46,ACUTE
1347,43,0.023561643835616437,0.1310979178082192,0.278,0.278,0.0916891506849315,0.0624,0.385,0.48657238356164384,1.8023,0.1310979178082192,0.064008,0.12299556164383563,0.05,0.9,0.05,0.8426659178082191,0.845,1.0000000000000002,11,residential_light,clay,25,64.0,53.7,15.25,26,47,ACUTE
